OBJECTID,Route_Number,Route_Name,Ridership_Total,Route_Hour,Route_Hour_Description,Route_Date
1220107,18,Universities,25,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220108,21,Lakeside - Timberlea,17,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220109,22,Armdale,7,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220110,4,Rosedale,53,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220111,51,Windmill,6,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1179466,55,Port Wallace,8,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179467,58,Woodlawn,13,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179468,59,Colby,42,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179469,60,Eastern Passage - Heritag,55,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179470,63,Woodside,44,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179471,66,Penhorn,25,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179472,72,Portland Hills,43,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179473,81,Hemlock Ravine,50,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179474,87,Glendale,43,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179475,9,Barrington,70,11.00,11:00am to 11:29am,2017-10-24 10:00:00.0000000
1179476,10,Dalhousie,114,11.50,11:30am to 11:59am,2017-10-24 10:00:00.0000000
1179477,82,Millwood,60,16.50,4:30pm to 4:59pm,2017-10-24 10:00:00.0000000
1179478,87,Glendale,66,16.50,4:30pm to 4:59pm,2017-10-24 10:00:00.0000000
1179479,16,Parkland,43,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179480,185,Sackville Link,100,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179481,22,Armdale,13,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179482,32,Cowie Hill Express,60,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179483,33,Tantallon Express,52,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179484,400,Beaver Bank,0,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179485,51,Windmill,44,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179486,52,Crosstown,282,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179487,53,Notting Park,64,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179488,56,Dartmouth Crossing,44,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179489,58,Woodlawn,77,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179490,59,Colby,61,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179491,61,Auburn - North Preston,39,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179492,64,Akerley,38,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179493,65,Caldwell,12,17.00,5:00pm to 5:29pm,2017-10-24 10:00:00.0000000
1179494,60,Eastern Passage - Heritag,63,11.50,11:30am to 11:59am,2017-10-24 10:00:00.0000000
1179495,65,Caldwell,31,11.50,11:30am to 11:59am,2017-10-24 10:00:00.0000000
1179496,66,Penhorn,44,11.50,11:30am to 11:59am,2017-10-24 10:00:00.0000000
1179497,7,Robie,156,11.50,11:30am to 11:59am,2017-10-24 10:00:00.0000000
1179498,1,Spring Garden,361,12.00,12:00pm to 12:29pm,2017-10-24 10:00:00.0000000
1179499,10,Dalhousie,122,12.00,12:00pm to 12:29pm,2017-10-24 10:00:00.0000000
1179500,14,Leiblin Park,136,12.00,12:00pm to 12:29pm,2017-10-24 10:00:00.0000000
1179501,2,Wedgewood,39,5.50,5:30am to 5:59am,2017-10-24 10:00:00.0000000
1179502,20,Herring Cove,116,5.50,5:30am to 5:59am,2017-10-24 10:00:00.0000000
1179503,21,Lakeside - Timberlea,46,5.50,5:30am to 5:59am,2017-10-24 10:00:00.0000000
1179504,23,Timberlea- Mumford,3,5.50,5:30am to 5:59am,2017-10-24 10:00:00.0000000
1179505,80,Sackville,95,5.50,5:30am to 5:59am,2017-10-24 10:00:00.0000000
1179506,82,Millwood,65,5.50,5:30am to 5:59am,2017-10-24 10:00:00.0000000
1179507,10,Dalhousie,47,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179508,14,Leiblin Park,66,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179509,15,Purcells Cove,7,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179510,159,Portland Hills Link,31,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179511,17,Saint Mary's,19,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179512,185,Sackville Link,62,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179513,2,Wedgewood,45,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179514,20,Herring Cove,102,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179515,21,Lakeside - Timberlea,51,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179516,23,Timberlea- Mumford,31,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179517,32,Cowie Hill Express,65,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179518,330,Tantallon - Sheldrake Lak,28,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179519,4,Rosedale,74,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179520,400,Beaver Bank,6,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179521,53,Notting Park,36,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179522,57,Russell Lake,14,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179523,59,Colby,115,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179524,61,Auburn - North Preston,145,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179525,65,Caldwell,21,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179526,66,Penhorn,11,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179527,68,Cherry Brook,57,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179528,72,Portland Hills,33,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179529,78,Mount Edward Express,7,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179530,79,Cole Harbour Express,6,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179531,80,Sackville,33,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179532,81,Hemlock Ravine,20,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179533,82,Millwood,74,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179534,83,Springfield,17,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179535,84,Glendale Express,74,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179536,90,Larry Uteck,31,6.00,6:00am to 6:29am,2017-10-24 10:00:00.0000000
1179537,1,Spring Garden,197,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179538,11,Dockyard,42,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179539,16,Parkland,50,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179540,194,West Bedford Express,4,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179541,20,Herring Cove,101,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179542,31,Main Express,28,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179543,320,Airport - Fall River Regi,41,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179544,330,Tantallon - Sheldrake Lak,41,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179545,34,Glenbourne Express,104,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179546,370,Porters Lake Regional Exp,18,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179547,4,Rosedale,74,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179548,401,Preston - Porters Lake -,7,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179549,41,Dartmouth - Dalhousie,14,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1179550,42,Lacewood - Dalhousie,40,6.50,6:30am to 6:59am,2017-10-24 10:00:00.0000000
1220112,52,Crosstown,113,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220113,53,Notting Park,18,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220114,55,Port Wallace,3,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220115,57,Russell Lake,11,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220116,58,Woodlawn,25,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220117,65,Caldwell,3,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220118,7,Robie,63,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220119,83,Springfield,4,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220120,88,Bedford Commons,4,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220121,90,Larry Uteck,18,8.00,8:00am to 8:29am,2017-11-18 10:00:00.0000000
1220122,1,Spring Garden,139,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220123,10,Dalhousie,77,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220124,18,Universities,19,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220125,2,Wedgewood,70,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220126,20,Herring Cove,48,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220127,21,Lakeside - Timberlea,11,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220128,51,Windmill,18,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220129,53,Notting Park,13,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220130,59,Colby,29,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220131,6,Quinpool,1,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220132,60,Eastern Passage - Heritag,47,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220133,61,Auburn - North Preston,42,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220134,62,Wildwood,13,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220135,65,Caldwell,2,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220136,68,Cherry Brook,0,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220137,7,Robie,43,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220138,72,Portland Hills,11,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220139,80,Sackville,73,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220140,90,Larry Uteck,12,8.50,8:30am to 8:59am,2017-11-18 10:00:00.0000000
1220141,10,Dalhousie,63,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220142,16,Parkland,27,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220143,18,Universities,46,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220144,21,Lakeside - Timberlea,22,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220145,51,Windmill,8,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220146,53,Notting Park,14,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220147,58,Woodlawn,25,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220148,59,Colby,11,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220149,62,Wildwood,22,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220150,68,Cherry Brook,0,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220151,7,Robie,61,9.00,9:00am to 9:29am,2017-11-18 10:00:00.0000000
1220152,7,Robie,38,20.00,8:00pm to 8:29pm,2017-11-19 10:00:00.0000000
1220153,87,Glendale,6,20.00,8:00pm to 8:29pm,2017-11-19 10:00:00.0000000
1220154,9,Barrington,15,20.00,8:00pm to 8:29pm,2017-11-19 10:00:00.0000000
1220155,14,Leiblin Park,36,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220156,18,Universities,16,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220157,2,Wedgewood,30,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220158,52,Crosstown,35,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220159,53,Notting Park,19,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220160,55,Port Wallace,6,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220161,58,Woodlawn,11,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220162,59,Colby,4,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220163,61,Auburn - North Preston,9,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220164,66,Penhorn,3,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220165,7,Robie,35,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220166,72,Portland Hills,9,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220167,80,Sackville,49,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220168,87,Glendale,12,20.50,8:30pm to 8:59pm,2017-11-19 10:00:00.0000000
1220169,2,Wedgewood,74,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220170,21,Lakeside - Timberlea,38,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220171,22,Armdale,11,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220172,320,Airport - Fall River Regi,9,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220173,51,Windmill,12,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220174,52,Crosstown,161,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220175,54,Montebello,51,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220176,56,Dartmouth Crossing,23,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220177,57,Russell Lake,13,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220178,58,Woodlawn,33,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220179,6,Quinpool,7,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220180,62,Wildwood,10,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220181,65,Caldwell,7,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220182,80,Sackville,91,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220183,87,Glendale,44,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220184,9,Barrington,52,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220185,90,Larry Uteck,42,10.00,10:00am to 10:29am,2017-11-18 10:00:00.0000000
1220186,1,Spring Garden,230,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220187,10,Dalhousie,88,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220188,15,Purcells Cove,7,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220189,2,Wedgewood,84,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220190,22,Armdale,8,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220191,51,Windmill,19,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220192,57,Russell Lake,7,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220193,60,Eastern Passage - Heritag,50,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220194,61,Auburn - North Preston,29,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220195,62,Wildwood,28,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220196,65,Caldwell,0,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220197,68,Cherry Brook,16,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1220198,80,Sackville,117,10.50,10:30am to 10:59am,2017-11-18 10:00:00.0000000
1247133,81,Hemlock Ravine,60,19.00,7:00pm to 7:29pm,2017-12-06 10:00:00.0000000
1247134,82,Millwood,15,19.00,7:00pm to 7:29pm,2017-12-06 10:00:00.0000000
1247135,9A,Greystone,31,19.00,7:00pm to 7:29pm,2017-12-06 10:00:00.0000000
1247136,9B,Herring Cove,14,19.00,7:00pm to 7:29pm,2017-12-06 10:00:00.0000000
1247137,15,Purcells Cove,5,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247138,18,Universities,35,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247139,2,Wedgewood,64,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247140,21,Lakeside - Timberlea,17,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247141,51,Windmill,10,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247142,52,Crosstown,101,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247143,53,Notting Park,13,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247144,55,Port Wallace,5,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247145,56,Dartmouth Crossing,15,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247146,59,Colby,34,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247147,60,Eastern Passage - Heritag,40,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247148,61,Auburn - North Preston,9,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247149,65,Caldwell,8,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247150,66,Penhorn,20,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247151,7,Robie,57,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247152,80,Sackville,95,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247153,87,Glendale,5,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247154,9B,Herring Cove,42,19.50,7:30pm to 7:59pm,2017-12-06 10:00:00.0000000
1247155,1,Spring Garden,203,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247156,10,Dalhousie,61,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247157,16,Parkland,21,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247158,18,Universities,46,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247159,185,Sackville Link,9,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247160,21,Lakeside - Timberlea,17,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247161,22,Armdale,8,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247162,29,Barrington,32,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247163,320,Airport - Fall River Regi,7,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247164,4,Rosedale,80,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247165,52,Crosstown,77,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247166,53,Notting Park,7,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247167,54,Montebello,11,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247168,55,Port Wallace,7,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247169,57,Russell Lake,6,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247170,59,Colby,14,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247171,61,Auburn - North Preston,12,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247172,62,Wildwood,12,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247173,65,Caldwell,5,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247174,72,Portland Hills,8,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247175,80,Sackville,96,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247176,90,Larry Uteck,27,20.00,8:00pm to 8:29pm,2017-12-06 10:00:00.0000000
1247177,59,Colby,37,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247178,60,Eastern Passage - Heritag,65,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247179,61,Auburn - North Preston,40,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247180,65,Caldwell,5,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247181,68,Cherry Brook,46,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247182,83,Springfield,4,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247183,87,Glendale,59,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247184,90,Larry Uteck,24,11.50,11:30am to 11:59am,2017-12-07 10:00:00.0000000
1247185,14,Leiblin Park,103,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247186,15,Purcells Cove,7,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247187,159,Portland Hills Link,5,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247188,18,Universities,68,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247189,185,Sackville Link,19,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247190,29,Barrington,85,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247191,4,Rosedale,87,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247192,52,Crosstown,158,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247193,55,Port Wallace,8,12.00,12:00pm to 12:29pm,2017-12-07 10:00:00.0000000
1247194,9A,Greystone,15,20.50,8:30pm to 8:59pm,2017-12-06 10:00:00.0000000
1247195,9B,Herring Cove,18,20.50,8:30pm to 8:59pm,2017-12-06 10:00:00.0000000
1247196,16,Parkland,26,21.00,9:00pm to 9:29pm,2017-12-06 10:00:00.0000000
1247197,29,Barrington,24,21.00,9:00pm to 9:29pm,2017-12-06 10:00:00.0000000
1247198,320,Airport - Fall River Regi,3,21.00,9:00pm to 9:29pm,2017-12-06 10:00:00.0000000
1247199,4,Rosedale,33,21.00,9:00pm to 9:29pm,2017-12-06 10:00:00.0000000
1247200,53,Notting Park,12,21.00,9:00pm to 9:29pm,2017-12-06 10:00:00.0000000
1247201,31,Main Express,37,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247202,330,Tantallon - Sheldrake Lak,19,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247203,34,Glenbourne Express,43,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247204,4,Rosedale,146,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247205,41,Dartmouth - Dalhousie,74,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247206,51,Windmill,56,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247207,52,Crosstown,269,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247208,53,Notting Park,67,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247209,54,Montebello,79,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247210,55,Port Wallace,36,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247211,56,Dartmouth Crossing,48,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247212,57,Russell Lake,28,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247213,59,Colby,51,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247214,62,Wildwood,69,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247215,63,Woodside,35,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247216,64,Akerley,20,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247217,65,Caldwell,13,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247218,66,Penhorn,76,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247219,7,Robie,237,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247220,78,Mount Edward Express,13,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247221,80,Sackville,195,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247222,81,Hemlock Ravine,51,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247223,82,Millwood,72,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247224,9A,Greystone,100,15.00,3:00pm to 3:29pm,2017-12-07 10:00:00.0000000
1247225,11,Dockyard,28,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247226,14,Leiblin Park,141,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247227,15,Purcells Cove,12,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247228,16,Parkland,64,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247229,185,Sackville Link,65,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247230,194,West Bedford Express,7,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247231,2,Wedgewood,154,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247232,21,Lakeside - Timberlea,119,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247233,29,Barrington,141,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247234,31,Main Express,32,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247235,32,Cowie Hill Express,63,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247236,320,Airport - Fall River Regi,21,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247237,330,Tantallon - Sheldrake Lak,9,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247238,34,Glenbourne Express,26,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247239,370,Porters Lake Regional Exp,8,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247240,4,Rosedale,114,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247241,401,Preston - Porters Lake -,26,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247242,42,Lacewood - Dalhousie,121,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247243,52,Crosstown,308,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
1247244,55,Port Wallace,10,15.50,3:30pm to 3:59pm,2017-12-07 10:00:00.0000000
